2026-07-29 20:08:19,openzen,4.56%,31.91MiB / 30.66GiB,0.10%,0B / 0B,0B / 2.15MB,20
2026-07-29 20:08:19,trav_ros2,113.51%,407MiB / 30.66GiB,1.30%,0B / 0B,0B / 1.63MB,44
2026-07-29 20:08:19,glim,68.17%,326.6MiB / 30.66GiB,1.04%,0B / 0B,139kB / 11.6MB,37
2026-07-29 20:08:19,nav2,12.85%,130.1MiB / 30.66GiB,0.41%,0B / 0B,0B / 1.16MB,92
2026-07-29 20:08:22,ouster,9.45%,117.7MiB / 30.66GiB,0.37%,0B / 0B,0B / 2.85MB,29
2026-07-29 20:08:22,openzen,5.44%,32.94MiB / 30.66GiB,0.10%,0B / 0B,0B / 2.15MB,20
2026-07-29 20:08:22,trav_ros2,113.46%,399.1MiB / 30.66GiB,1.27%,0B / 0B,0B / 1.63MB,44
2026-07-29 20:08:22,glim,77.17%,329MiB / 30.66GiB,1.05%,0B / 0B,139kB / 11.6MB,37
2026-07-29 20:08:22,nav2,14.42%,131.8MiB / 30.66GiB,0.42%,0B / 0B,0B / 1.16MB,92
2026-07-29 20:08:25,ouster,7.16%,118.1MiB / 30.66GiB,0.38%,0B / 0B,0B / 2.85MB,29
2026-07-29 20:08:25,openzen,4.80%,31.94MiB / 30.66GiB,0.10%,0B / 0B,0B / 2.15MB,20
2026-07-29 20:08:25,trav_ros2,111.96%,407.4MiB / 30.66GiB,1.30%,0B / 0B,0B / 1.63MB,44
2026-07-29 20:08:25,glim,67.88%,329.9MiB / 30.66GiB,1.05%,0B / 0B,139kB / 11.6MB,37
2026-07-29 20:08:25,nav2,13.30%,132.1MiB / 30.66GiB,0.42%,0B / 0B,0B / 1.16MB,92
2026-07-29 20:08:28,ouster,9.70%,118.9MiB / 30.66GiB,0.38%,0B / 0B,0B / 2.85MB,29
2026-07-29 20:08:28,openzen,5.92%,32.45MiB / 30.66GiB,0.10%,0B / 0B,0B / 2.15MB,20
2026-07-29 20:08:28,trav_ros2,113.07%,398.2MiB / 30.66GiB,1.27%,0B / 0B,0B / 1.63MB,44
2026-07-29 20:08:28,glim,75.16%,319.2MiB / 30.66GiB,1.02%,0B / 0B,139kB / 11.6MB,37
2026-07-29 20:08:28,nav2,13.41%,131.6MiB / 30.66GiB,0.42%,0B / 0B,0B / 1.16MB,92
2026-07-29 20:08:36,docker-recorder-run-52afa11fc607,280.24%,45.29MiB / 30.66GiB,0.14%,0B / 0B,0B / 61.4kB,13
2026-07-29 20:08:36,ouster,53.21%,111.4MiB / 30.66GiB,0.35%,0B / 0B,0B / 111kB,30
2026-07-29 20:08:36,openzen,11.79%,31.67MiB / 30.66GiB,0.10%,0B / 0B,0B / 57.3kB,20
2026-07-29 20:08:36,scovox,164.02%,43.82MiB / 30.66GiB,0.14%,0B / 0B,0B / 102kB,7
2026-07-29 20:08:36,mapir-ffmpeg,64.64%,126.1MiB / 30.66GiB,0.40%,0B / 0B,0B / 397kB,32
2026-07-29 20:08:36,realsense,137.66%,43.83MiB / 30.66GiB,0.14%,0B / 0B,0B / 98.3kB,7
2026-07-29 20:08:36,trav_ros2,114.66%,32.92MiB / 30.66GiB,0.10%,0B / 0B,0B / 98.3kB,4
2026-07-29 20:08:36,glim,37.86%,85.15MiB / 30.66GiB,0.27%,0B / 0B,0B / 131kB,22
2026-07-29 20:08:36,nav2,33.42%,114.7MiB / 30.66GiB,0.37%,0B / 0B,0B / 0B,90
